eps_a	eps_b	eps_c
0.000200963	-0.000230183	0.000250769
0.000201564	-0.000240273	0.000254147
0.000200391	-0.000243308	0.000254752
0.000201554	-0.000244834	0.00025349
0.000201254	-0.000245158	0.000253131
0.000200377	-0.000247495	0.000251211
0.000200879	-0.000247982	0.000254294
0.000198992	-0.000247915	0.000252474
0.000199539	-0.000247227	0.000252049
0.00020016	-0.000247808	0.000253035
0.000198057	-0.000246707	0.000254498
0.000198926	-0.00024952	0.000252344
0.000199634	-0.000248533	0.000253804
0.000205289	-0.000249998	0.000258686
0.000208678	-0.000257249	0.0002607
0.00020702	-0.000285091	0.000261141
0.000202332	-0.000300144	0.000263195
0.000203987	-0.000309033	0.000263187
0.000202181	-0.000319438	0.000265182
0.000202229	-0.000323387	0.000263638
0.000201428	-0.000325614	0.000264416
0.000202966	-0.000325399	0.000261571
0.000201917	-0.000326261	0.000262685
0.000200034	-0.00032705	0.000264114
0.000200101	-0.000327897	0.000262408
0.00020116	-0.00032591	0.000261371
0.000198927	-0.000328495	0.00026094
0.000199253	-0.000326271	0.000262243
0.000200182	-0.000326323	0.000261984
0.000199564	-0.000327485	0.000260428
0.000198863	-0.000326818	0.000261335
0.00020155	-0.000327574	0.000262898
0.000199078	-0.000327567	0.000264592
0.000201525	-0.000329464	0.000261827
0.000198798	-0.00032901	0.00026193
0.000199389	-0.000328626	0.000262226
0.000199599	-0.000328625	0.000262707
0.000200239	-0.000326505	0.000263149
0.000200364	-0.000329781	0.000261015
0.000198987	-0.000327833	0.000263296
0.000198827	-0.000330078	0.00026103
0.000201022	-0.000327059	0.000260406
0.000198859	-0.000329501	0.000262307
0.000198986	-0.000328095	0.000262928
0.000198302	-0.000328556	0.000262856
0.000199476	-0.000329554	0.000263657
0.000199377	-0.000329104	0.000260372
0.000198982	-0.000328809	0.000260757
0.000199566	-0.000329203	0.000261456
0.000199085	-0.000329484	0.000260941
0.000198333	-0.000329406	0.000261353
0.000199259	-0.000328553	0.000261957
0.000199071	-0.000329928	0.000261206
0.000197113	-0.000327314	0.000263375
0.000198732	-0.000327581	0.000259867
0.000200859	-0.000328404	0.000260649
0.000197564	-0.000328712	0.000262525
0.000199578	-0.000326754	0.000261294
0.000199082	-0.000329469	0.000262487
0.000199023	-0.000329896	0.000262722
0.000197841	-0.000330026	0.000260386
0.000199127	-0.000327025	0.000260474
0.000198954	-0.000328303	0.000263089
0.000199409	-0.00032897	0.000261979
0.000198541	-0.000329506	0.000261083
0.000199568	-0.000326768	0.000262618
0.000199907	-0.000328844	0.000260515
0.000196893	-0.00032887	0.000262082
0.000199324	-0.000327915	0.000259144
0.000200262	-0.000328064	0.000261606
0.000199249	-0.000328514	0.000262436
0.000198585	-0.000329642	0.000260146
0.00019901	-0.000329549	0.000262103
0.000201064	-0.000329446	0.000263168
0.000199817	-0.000327608	0.000262911
0.000199359	-0.000329275	0.000262521
0.000198757	-0.000329342	0.000262095
0.000197957	-0.000327803	0.000261118
0.000199807	-0.000329372	0.000261602
0.000199337	-0.000328193	0.000259931
0.000199367	-0.000331041	0.000260848
0.000198663	-0.000327746	0.000260244
0.000201097	-0.000329624	0.000260144
0.000197165	-0.000329292	0.000261587
0.00019989	-0.000329046	0.000262206
0.000200591	-0.000329307	0.000263928
0.000198059	-0.000329001	0.000261377
0.0001989	-0.000328783	0.000260403
0.000199729	-0.000328274	0.000261108
0.000199741	-0.000329709	0.000261619
0.00019917	-0.000328971	0.000262811
0.000201708	-0.000327505	0.000261779
0.000201207	-0.000329076	0.000260966
0.000198667	-0.000328423	0.000263672
0.000199242	-0.000327321	0.000262117
0.00019822	-0.000329928	0.000261147
0.000197885	-0.000327934	0.000261016
0.000199199	-0.000328202	0.000260887
0.00019653	-0.000328357	0.000261792
0.000199413	-0.000328781	0.000259977
0.000197402	-0.000328779	0.000261616
0.000198453	-0.000330265	0.000262082
0.000199752	-0.000329519	0.000261226
0.000201362	-0.000328344	0.000261484
0.00019915	-0.000329458	0.000263294
0.00019789	-0.000328805	0.000262178
0.00020071	-0.000327798	0.00026192
0.000200247	-0.000328694	0.000263564
0.00019953	-0.000327948	0.000261564
0.000198139	-0.000328751	0.000263088
0.000197874	-0.000326477	0.000262533
0.000200732	-0.000328552	0.000261702
0.000200762	-0.000327529	0.000263758
0.000200707	-0.000328348	0.000260992
0.000198848	-0.000327248	0.000261839
0.000199448	-0.000327698	0.000260277
0.000200812	-0.000328258	0.000262121
0.000199593	-0.000329124	0.000263825
0.000199296	-0.000325331	0.000261624
0.000198753	-0.000329166	0.000262529
0.000199688	-0.000330513	0.000263192
0.000198906	-0.000328085	0.000262912
0.00019979	-0.000330862	0.000262026
0.000198232	-0.000328832	0.000262939
0.00019963	-0.00032973	0.000262104
0.000199183	-0.000326984	0.000260783
0.00019893	-0.000329394	0.00026238
0.000200339	-0.000327836	0.000260765
0.000199442	-0.0003292	0.000260963
0.000200942	-0.000327935	0.000261197
0.000199658	-0.00032831	0.000261051
0.000199701	-0.000330421	0.000262715
0.000197694	-0.000329144	0.000260629
0.000197774	-0.000329887	0.000257613
0.000198228	-0.000330485	0.000260575
0.000198867	-0.000329192	0.000258512
0.000198626	-0.000329097	0.000260395
0.000200386	-0.000329483	0.000260783
0.000199175	-0.000328633	0.00026057
0.000199549	-0.000329098	0.000260267
0.000198007	-0.000329795	0.000261466
0.000200258	-0.000327769	0.000261747
0.000199555	-0.000329326	0.000261693
0.000197974	-0.000328821	0.000262079
0.000197676	-0.000331005	0.000260593
0.000197131	-0.000328982	0.000260435
0.000198683	-0.000329689	0.000261488
0.000198784	-0.000329072	0.000259308
0.00019862	-0.000330632	0.000259006
0.00019799	-0.000328247	0.000258471
0.000197187	-0.000330444	0.00025995
0.000198263	-0.00032752	0.000261057
0.000195646	-0.000328517	0.00026028
0.000199351	-0.000329052	0.000260029
0.000196486	-0.000330111	0.000258741
0.000196609	-0.000330332	0.000260622
0.000197538	-0.000330582	0.000261445
0.000198533	-0.000330428	0.000260225
0.000199615	-0.000330536	0.000260291
0.000197855	-0.000330402	0.000260862
0.000198796	-0.000329101	0.00026017
0.000198129	-0.00033025	0.000260154
0.000197917	-0.000330994	0.000261452
0.000196699	-0.000328863	0.000260099
0.000197339	-0.000329938	0.000260814
0.000197453	-0.000330008	0.000258084
0.000196822	-0.00033015	0.000259031
0.000198309	-0.000328719	0.000257567
0.000197368	-0.000330971	0.000259123
0.000198424	-0.000330087	0.00026036
0.000197862	-0.000327949	0.000261142
0.000198187	-0.000329983	0.000259154
0.000197213	-0.000329851	0.000260542
0.000197383	-0.000328186	0.000259237
0.000198112	-0.000329208	0.000259313
0.000198052	-0.000329765	0.000260425
0.000196383	-0.000329414	0.00025823
0.000195064	-0.00033209	0.000259646
0.000197237	-0.000329583	0.000259646
0.000197362	-0.00033024	0.000261406
0.0001985	-0.000330513	0.000260935
0.000197952	-0.000330874	0.000259488
0.000197771	-0.000330675	0.000259161
0.000198976	-0.000328416	0.000260661
0.000198425	-0.000331355	0.000260063
0.000197326	-0.000331782	0.000260593
0.000197148	-0.00033063	0.000259501
0.00019678	-0.000331208	0.000258356
0.00019518	-0.000330241	0.000258871
0.000197566	-0.000330721	0.000260271
0.000196996	-0.000329053	0.00026011
0.000200624	-0.000329262	0.000258551
0.000198357	-0.000330664	0.000260282
0.000195796	-0.000329522	0.000259287
0.000198734	-0.00032883	0.000259032
0.00019815	-0.00033066	0.000260264
0.000196298	-0.000330943	0.000261384
0.000199177	-0.000331459	0.000261351
0.000196702	-0.000330688	0.000261022
0.000199483	-0.000330593	0.00025848
0.000198533	-0.00033106	0.000261387
0.000197691	-0.000331154	0.000258796
0.000197627	-0.000330813	0.000260643
0.000198951	-0.000328397	0.000261797
0.000199851	-0.000330207	0.000260822
0.000198105	-0.000330917	0.000260893
0.000197948	-0.000329202	0.000261299
0.000198605	-0.000328771	0.00025919
0.00019739	-0.000329301	0.000259872
0.000198101	-0.000329791	0.000259439
0.000198942	-0.000330151	0.000259369
0.000197484	-0.00033057	0.000259282
0.000197892	-0.000330693	0.000258308
0.000197143	-0.000329216	0.000257233
0.0001965	-0.000332588	0.000257481
0.000197876	-0.000330348	0.000260172
0.000197477	-0.000329946	0.00026015
0.000196286	-0.00033044	0.000258558
0.000196884	-0.000330226	0.000259544
0.000198794	-0.000331708	0.000258144
0.000199135	-0.000330276	0.000258597
0.000195734	-0.000330653	0.000260309
0.00019681	-0.000328102	0.00025932
0.00019708	-0.00033043	0.000259265
0.000197694	-0.000329931	0.000258777
0.00019729	-0.00033098	0.00025923
0.000198711	-0.000330966	0.00026044
0.000197257	-0.000329226	0.000260143
0.000197387	-0.000329814	0.000258466
0.000197201	-0.000332484	0.000257355
0.000195843	-0.00033039	0.000259027
0.000197331	-0.000329167	0.000260343
0.000198231	-0.000332245	0.000260974
0.000197286	-0.000327914	0.000261098
0.000197229	-0.000330448	0.000260995
0.00019643	-0.000329869	0.000257602
0.000197961	-0.000330233	0.000259208
0.000198028	-0.000328863	0.000259551
0.0001972	-0.000330801	0.000260625
0.000196907	-0.000332502	0.000258432
0.000198195	-0.000330665	0.000258622
0.00019489	-0.000329256	0.000259851
0.000198556	-0.00033063	0.000259246
0.000196885	-0.000332987	0.000259296
0.000197197	-0.00032987	0.000259135
0.000196332	-0.000330154	0.00025821
0.000197735	-0.000330139	0.000259543
0.000196156	-0.000327848	0.000260804
0.000196781	-0.000331282	0.000260712
0.000196714	-0.000330516	0.000257636
0.000196847	-0.000331355	0.000259088
0.000196042	-0.000329536	0.000260018
0.000199149	-0.000329843	0.000262436
0.000197795	-0.000329768	0.000258965
0.00019866	-0.000329246	0.000259034
0.000194933	-0.000329885	0.000259138
0.000198569	-0.00033046	0.000260998
0.000198017	-0.000330939	0.000259579
0.00019779	-0.000332833	0.000260191
0.000198157	-0.000331208	0.000260794
0.000197908	-0.000330423	0.000260216
0.0001988	-0.00032996	0.000260298
0.000197798	-0.00033155	0.000259961
0.000196668	-0.000330475	0.000260184
0.000196425	-0.000328901	0.000261561
0.000199032	-0.00032922	0.000261759
0.000197667	-0.000329499	0.000260526
0.000197825	-0.000329709	0.000259832
0.000199166	-0.000327424	0.000261455
0.000196963	-0.000330066	0.00026129
0.000199041	-0.000328631	0.0002595
0.000197251	-0.000330879	0.000260378
0.000197091	-0.000329756	0.000259597
0.000197068	-0.000329011	0.000259091
0.00019847	-0.000327693	0.000260242
0.000198481	-0.000329769	0.000260579
0.00019778	-0.000330252	0.000258868
0.00019758	-0.000331289	0.000258967
0.000197418	-0.00032944	0.000256977
0.000196596	-0.000330202	0.000260829
0.000197695	-0.000332302	0.000259683
0.00019777	-0.000330042	0.000259545
0.00019542	-0.000330066	0.000258984
0.000198287	-0.000325953	0.000259215
0.000197441	-0.000330552	0.000258491
0.000197484	-0.0003291	0.00025956
0.000197984	-0.000329015	0.000259691
0.000195635	-0.000329939	0.000259315
0.00019696	-0.000330343	0.000258097
0.000196583	-0.000328756	0.000259651
0.000199464	-0.000329857	0.000258803
0.000197213	-0.000329306	0.000260421
0.000196619	-0.000330432	0.000260255
0.000197702	-0.000328768	0.000260613
0.000195749	-0.000328195	0.000259595
0.000196831	-0.000330004	0.000258901
0.000196738	-0.000328189	0.000258651
0.000197344	-0.000328931	0.000259526
0.000197564	-0.000330031	0.000259721
0.000194989	-0.000330366	0.000259364
0.000195576	-0.000331039	0.00025867
0.000198123	-0.000329311	0.000259424
0.00019679	-0.000332001	0.000258728
0.00019825	-0.000330095	0.000257192
0.000197083	-0.000331077	0.000260179
0.000198184	-0.00033028	0.000260277
0.000196957	-0.000330428	0.000258019
0.000196627	-0.00032986	0.000260006
0.000198288	-0.000328622	0.000261083
0.00019658	-0.000329213	0.000259611
0.000196498	-0.000331457	0.000261899
0.000195754	-0.000329429	0.00025961
0.000200409	-0.000331694	0.000261333
0.000198307	-0.000328813	0.000258145
0.000196867	-0.000330889	0.000258837
0.000197379	-0.000330367	0.000260632
0.000197959	-0.000328374	0.000259692
0.000197096	-0.000330126	0.000259311
0.000198705	-0.000329978	0.000260016
0.000197725	-0.000329877	0.000260167
0.000197713	-0.000329406	0.000259435
0.000198976	-0.00032905	0.000259719
0.000197317	-0.000329683	0.000259188
0.000198479	-0.000331267	0.000258565
0.000196627	-0.0003297	0.000262297
0.000198569	-0.00032941	0.000259814
0.000195547	-0.000329874	0.000258253
0.000196706	-0.000330222	0.000259098
0.000197372	-0.000330034	0.00025991
0.000196793	-0.000328116	0.000258764
0.00019751	-0.000330645	0.000261278
0.000198776	-0.000327257	0.000259264
0.000198954	-0.000331937	0.00025978
0.000196711	-0.0003295	0.000258004
0.000197654	-0.00032951	0.000259599
0.000196967	-0.000329262	0.000261284
0.000194638	-0.000329475	0.000258498
0.000196522	-0.000329864	0.000258712
0.000198049	-0.000330356	0.00026019
0.000196771	-0.000329601	0.000257379
0.000195178	-0.000331155	0.000259091
0.000196653	-0.000331265	0.000259592
0.000197516	-0.000330038	0.000258667
0.000198217	-0.000329898	0.000259387
0.000198263	-0.000330179	0.000260007
0.000197931	-0.00033029	0.000257932
0.000197599	-0.000328314	0.000260738
0.000197868	-0.000330275	0.00025965
0.000199669	-0.000330244	0.000261365
0.000197686	-0.000330258	0.000259733
0.000198475	-0.000330251	0.000260146
0.000197529	-0.000331126	0.000260406
0.000197992	-0.000329639	0.00025897
0.000197263	-0.000328714	0.000258355
0.000195826	-0.000329348	0.000258855
0.000197674	-0.000328734	0.000258894
0.000196404	-0.000327398	0.000258223
0.000197169	-0.000330136	0.000258489
0.000199421	-0.000326969	0.000259054
0.000196859	-0.000330321	0.000257239
0.000197796	-0.000329665	0.000260644
0.00019816	-0.000327467	0.000259064
0.00019696	-0.000327496	0.000258457
0.000197271	-0.000330471	0.000259087
0.000196096	-0.0003321	0.00025988
0.000198219	-0.000328248	0.000258334
0.000196814	-0.000331783	0.000258624
0.000196712	-0.000330149	0.000259517
0.000199452	-0.000330254	0.000260549
0.000197047	-0.00032853	0.000261771
0.000196486	-0.000329145	0.000261071
0.000198067	-0.000329874	0.000259094
0.000197445	-0.000330173	0.000259982
0.00019914	-0.000329819	0.000260198
0.000198908	-0.000329047	0.000259031
0.000196772	-0.000331586	0.000259956
0.000196712	-0.00033007	0.000259986
0.000197401	-0.000329136	0.000259237
0.000197168	-0.000328484	0.000259002
0.000198052	-0.000328896	0.000261047
0.000197402	-0.000330511	0.000259655
0.000196777	-0.000328337	0.000260768
0.000197104	-0.000327168	0.000259923
0.000195593	-0.000329454	0.000256949
0.000196623	-0.000329982	0.000259383
0.000197951	-0.000329097	0.000260075
0.000198077	-0.000329891	0.000257955
0.000197973	-0.000330185	0.000260118
0.000197538	-0.000331281	0.000259303
0.000197065	-0.000329348	0.000259138
0.00019855	-0.000329048	0.000259724
0.000197336	-0.000329762	0.00025892
0.00019782	-0.000330197	0.000258704
0.00019672	-0.000327	0.000259427
0.000197021	-0.000328452	0.000257137
0.000195555	-0.000328782	0.000260189
0.000197113	-0.000330853	0.000260253
0.000195638	-0.000331563	0.000257912
0.000194945	-0.00033077	0.00025755
0.000196817	-0.000329483	0.000258273
0.000195976	-0.000331161	0.000257789
0.000194199	-0.000329632	0.000259153
0.000196292	-0.000330871	0.000260703
0.000197738	-0.00033066	0.000256749
0.000195846	-0.000331754	0.000259495
0.000197374	-0.000331541	0.000256875
0.000196501	-0.000331727	0.000257832
0.000194679	-0.000331016	0.000259573
0.000196647	-0.000328086	0.00025968
0.000194589	-0.000329827	0.000257495
0.000196201	-0.000330618	0.000259587
0.000197374	-0.000330762	0.000259061
0.000196656	-0.000330846	0.000260933
0.000195327	-0.000330245	0.000260769
0.000196911	-0.000328072	0.000259071
0.000197063	-0.000330093	0.000258814
0.000196984	-0.000331116	0.000258446
0.00019661	-0.000328675	0.000259546
0.000196467	-0.000332973	0.000258912
0.000197054	-0.000330096	0.000258687
0.000197028	-0.000331107	0.000258665
0.000195054	-0.000330378	0.00025884
0.000195896	-0.000330089	0.00025984
0.000197911	-0.000330397	0.000258979
0.00019724	-0.000328507	0.000259042
0.000195864	-0.000330266	0.000259839
0.000195869	-0.000330345	0.000258101
0.000197118	-0.000329449	0.000258358
0.00019807	-0.000330375	0.000260424
0.000195816	-0.000331592	0.000259738
0.000195997	-0.000328497	0.000257635
0.000196136	-0.000328933	0.000259175
0.000196548	-0.000330283	0.000258838
0.000197527	-0.000330405	0.000259284
0.000197848	-0.000329211	0.000259088
0.000195644	-0.000329885	0.000258903
0.000197016	-0.000329318	0.000257462
0.000198316	-0.000328422	0.000258082
0.000196404	-0.000332195	0.00025919
0.000196916	-0.000328546	0.000258675
0.000196895	-0.000329582	0.000258248
0.000196234	-0.00033044	0.000260461
0.000195337	-0.000329678	0.000258846
0.000196883	-0.000330608	0.000259685
0.000196653	-0.00033128	0.000259211
0.000197237	-0.000329649	0.000259054
0.0001964	-0.000328601	0.000259067
0.00019731	-0.000329616	0.000259081
0.000196877	-0.000329763	0.000258807
0.000197701	-0.00032883	0.000259625
0.000195393	-0.000331173	0.000256981
0.000197012	-0.000330589	0.000257251
0.000196882	-0.000331705	0.00025989
0.000197711	-0.0003292	0.000258566
0.000195567	-0.000331265	0.000260614
0.000196766	-0.000329916	0.000257978
0.000197188	-0.000330517	0.000258167
0.000195734	-0.00033082	0.000257505
0.000197394	-0.000329799	0.000258061
0.00019799	-0.000330132	0.00025862
0.000195906	-0.000330584	0.000257636
0.000198498	-0.000331633	0.000260363
0.000195494	-0.000330094	0.000260037
0.000197118	-0.000330022	0.000258593
0.000196773	-0.000330092	0.000258753
0.000197105	-0.000329806	0.000257961
0.000195367	-0.000329356	0.000258434
0.0001959	-0.000331549	0.000258651
0.000195849	-0.000331228	0.000259019
0.000194839	-0.000331037	0.00025795
0.000195982	-0.000328703	0.000259403
0.000195934	-0.000330607	0.000259085
0.00019933	-0.000329347	0.000259505
0.00019958	-0.000331531	0.000256773
0.000196936	-0.000330042	0.000257447
0.000197018	-0.000331274	0.000257785
0.000197574	-0.000327805	0.000259173
0.000197297	-0.000330842	0.000258128
0.000195269	-0.000330807	0.000258388
0.000195154	-0.000328433	0.000258798
0.000196251	-0.000331537	0.00026024
0.000195929	-0.000330622	0.000257197
0.000196711	-0.000328372	0.000258085
0.000195625	-0.000331577	0.000258571
0.00019511	-0.000330158	0.000259559
0.000195963	-0.000329727	0.000261159
0.000197957	-0.000329801	0.00026218
0.000197504	-0.00033163	0.000258278
0.000196704	-0.000330583	0.000260425
0.000195827	-0.00033052	0.000258879
0.000193665	-0.000329751	0.000258121
0.000196869	-0.000333602	0.000259179
0.000197029	-0.000330203	0.000257773
0.000194567	-0.000329542	0.000255444
0.000196214	-0.000331457	0.000259115
0.000195938	-0.000330537	0.000257602
0.000197016	-0.000330211	0.00025813
0.000194679	-0.000329783	0.000258205
0.000195316	-0.000329643	0.000257581
0.00019728	-0.000329349	0.000257602
0.000195957	-0.00033048	0.000256858
0.00019512	-0.00032945	0.000259498
0.000195557	-0.000329872	0.000258211
0.000196987	-0.000329175	0.000256939
0.000195691	-0.000329384	0.000259168
0.000196701	-0.000332104	0.000258526
0.000195414	-0.000331998	0.000259106
0.000195388	-0.000328151	0.000259558
0.000194914	-0.000331936	0.000256535
0.00019733	-0.000330738	0.000260392
0.000194696	-0.000329714	0.00025863
0.000194853	-0.000328255	0.000258305
0.000196351	-0.000328487	0.000260228
0.000196519	-0.000328426	0.000260806
0.00019816	-0.000329972	0.000259223
0.000196507	-0.000329227	0.000259331
0.00019804	-0.000329063	0.000260431
0.000197914	-0.000329848	0.000258949
0.000196876	-0.000331334	0.00026007
0.000197095	-0.00032878	0.000259349
0.000198186	-0.000328539	0.000259423
0.000197162	-0.000329655	0.000261373
0.000195855	-0.000329328	0.000261279
0.000196278	-0.000329742	0.000258657
0.000197797	-0.000330484	0.000257404
0.000197243	-0.000329747	0.000257818
0.000197508	-0.000329321	0.00026229
0.000198518	-0.000330057	0.000260505
0.000197361	-0.00032753	0.000260129
0.000198423	-0.000328768	0.000257948
0.000196562	-0.000328094	0.000259652
0.000196495	-0.000329689	0.000258092
0.000196798	-0.00033043	0.000259239
0.000194049	-0.000329855	0.000257372
0.000196018	-0.000330021	0.000258593
0.000197031	-0.000328992	0.000259013
0.000199084	-0.000331057	0.000259398
0.000195932	-0.000330037	0.000259185
0.000197909	-0.000331183	0.000258492
0.000195729	-0.000329833	0.000257979
0.000197296	-0.000330552	0.000258232
0.000196185	-0.000330241	0.000258201
0.000196213	-0.000326022	0.000258285
0.000196788	-0.000332623	0.000259042
0.000193764	-0.00032975	0.000258351
0.000196068	-0.000330686	0.000259348
0.000194584	-0.000327909	0.000257397
0.000197274	-0.000330813	0.00025857
0.000197023	-0.000329756	0.00025927
0.000197268	-0.000329923	0.000259097
0.00019647	-0.000329167	0.000260155
0.000196888	-0.000330856	0.000260168
0.000197196	-0.000329873	0.000259636
0.000196427	-0.000329034	0.000262617
0.000198546	-0.000330219	0.000261382
0.000195824	-0.000329058	0.000259366
0.000199231	-0.000328333	0.00025865
0.000197291	-0.000327784	0.000260591
0.00019963	-0.000328413	0.00025903
0.000197086	-0.00032905	0.000259521
0.000200063	-0.000328451	0.000260621
0.000197555	-0.00033085	0.000259596
0.000197965	-0.000330123	0.000258044
0.000197571	-0.000330801	0.000258208
0.00019509	-0.000331252	0.000259577
0.000196816	-0.000330332	0.000260942
0.000198578	-0.000332384	0.000257543
0.000196858	-0.000328691	0.000259248
0.000198049	-0.000329174	0.000259123
0.000194523	-0.000328577	0.000259381
0.000197418	-0.000328627	0.000260954
0.000198006	-0.00032853	0.000258315
0.00019523	-0.000328752	0.000261724
0.000196153	-0.000329073	0.000259153
0.000197555	-0.000329692	0.000259153
0.000196407	-0.000329236	0.000260496
0.000196056	-0.00032959	0.000258838
0.000196253	-0.000329074	0.000259816
0.000196215	-0.000331363	0.000259255
0.00019701	-0.000328438	0.000259369
0.000196577	-0.000328761	0.00025801
0.000195881	-0.000330986	0.000258618
0.000196436	-0.000329879	0.000258364
0.000195074	-0.000329734	0.000258614
0.000197944	-0.000329521	0.00025984
0.000197215	-0.000328364	0.000259832
0.000196606	-0.000326229	0.000261041
0.00019735	-0.000328377	0.000258471
0.000196761	-0.000329757	0.000260513
0.000196641	-0.000329899	0.000256912
0.000196998	-0.000327437	0.000257632
0.000196081	-0.000332001	0.000259023
